SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Air Temperature Telemetry Hourly (ºC)
3997,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 00:00,17.2
3998,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 01:00,15.6
3999,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 02:00,15.3
4000,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 03:00,15
4001,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 04:00,14.1
4002,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 05:00,14.1
4003,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 08:00,16.6
4004,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 09:00,20.2
4005,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 10:00,25.4
4006,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 11:00,28.1
4007,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 12:00,29.4
4008,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 13:00,29.7
4009,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 14:00,30.2
4010,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 16:00,30.6
4011,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 17:00,28.5
4012,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 18:00,25.1
4013,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 19:00,22.2
4014,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 20:00,20.5
4015,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 21:00,18.7
4016,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 22:00,18
4017,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,05-02-2026 23:00,17.4
4018,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 00:00,16.9
4019,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 01:00,16.4
4020,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 02:00,16.4
4021,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 03:00,15.7
4022,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 04:00,14.9
4023,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 05:00,14.9
4024,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 06:00,14.7
4025,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 07:00,14.2
4026,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 08:00,16.7
4027,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 09:00,20.9
4028,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 10:00,24.6
4029,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 11:00,26
4030,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 12:00,28.2
4031,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 13:00,29.8
4032,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 14:00,29.5
4033,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 15:00,29.5
4034,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 16:00,29.2
4035,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 17:00,28.1
4036,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 18:00,25.1
4037,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 19:00,21.1
4038,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 20:00,19
4039,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 21:00,19
4040,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 22:00,18.4
4041,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,06-02-2026 23:00,16.6
4042,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 00:00,14.6
4043,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 01:00,13.4
4044,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 02:00,13.1
4045,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 03:00,12.2
4046,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 04:00,11.6
4047,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 05:00,11.4
4048,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 06:00,10.6
4049,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 07:00,10.7
4050,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 08:00,14.6
4051,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 09:00,20.2
4052,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 10:00,24.1
4053,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 11:00,26.2
4054,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 12:00,27.8
4055,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 13:00,27.8
4056,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 14:00,27.4
4057,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 15:00,29.2
4058,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 16:00,28.8
4059,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 17:00,27.1
4060,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 18:00,23.6
4061,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 19:00,19.7
4062,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,08-02-2026 21:00,16.8
4063,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 00:00,13.7
4064,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 01:00,13.3
4065,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 02:00,12.4
4066,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 03:00,12
4067,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 04:00,11.4
4068,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 05:00,11.1
4069,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 06:00,10.3
4070,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 07:00,10.1
4071,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 08:00,15
4072,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 09:00,20.5
4073,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 10:00,24.5
4074,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 11:00,26.8
4075,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 12:00,27.6
4076,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 13:00,28.1
4077,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 14:00,29
4078,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 15:00,29
4079,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 16:00,28.6
4080,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 17:00,28.4
4081,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 18:00,23.7
4082,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 19:00,19.6
4083,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 20:00,18.2
4084,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 21:00,17.3
4085,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 22:00,16.8
4086,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,09-02-2026 23:00,16.5
4087,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 00:00,14.3
4088,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 01:00,13.5
4089,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 02:00,13.3
4090,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 03:00,12.7
4091,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 04:00,12.3
4092,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 05:00,11.9
4093,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 06:00,11.7
4094,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 08:00,16.7
4095,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 09:00,20.7
4096,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 10:00,26.2
4097,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 11:00,29.1
4098,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 12:00,29.3
4099,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 13:00,30.5
4100,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 14:00,30.6
4101,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 15:00,30.9
4102,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 16:00,30.9
4103,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 17:00,29
4104,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 18:00,25.6
4105,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 19:00,21.4
4106,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 20:00,19.4
4107,Mahanadi_ Sarangpal,Chhattisgarh SW,22,Chhattisgarh,381,KANKER,KANKER,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,20.29694444,81.53861111,10-02-2026 21:00,18.1
